,uplift_score
1300,0.21300376349629818
1305,0.2908349713357665
1306,0.2737895386371588
1310,0.23362824837109858
1315,0.2684025746619035
1318,0.22425252636591875
1324,0.23599313963677038
1326,0.25279161887237667
1332,0.2008457311464114
1335,0.23763589327898849
1336,0.21741435578956148
1338,0.22437955304655
1339,0.20160722477835824
1349,0.27385518989998864
1354,0.20788137585712724
1356,0.2465290191633423
1360,0.20582786784653223
1364,0.2868262472339624
1365,0.27276227231057426
1370,0.23301890771795286
1371,0.28868923863860924
1372,0.23926511897591768
1374,0.2685012316483053
1376,0.2728717070871272
1382,0.28644895375003276
1384,0.2267294992790465
1386,0.23602986125243008
1389,0.27937704761397586
1391,0.24991478147916635
1398,0.20964032768390894
1401,0.20741691946892038
1402,0.3013871628289708
1404,0.2659639389949933
1405,0.20815036170087775
1411,0.24211414002466264
1415,0.22393219385002078
1417,0.26122106657702493
1420,0.25774949484280174
1421,0.21362381447138884
1425,0.2821645454913194
1426,0.282154849392569
1429,0.23310238399191618
1434,0.23825260824582628
1435,0.26761267556571217
1440,0.3134200938542123
1441,0.2575947793413952
1444,0.24812047795450354
1452,0.20083211937143675
1454,0.20675183338685366
1459,0.23123399166528547
1460,0.22683523238529052
1462,0.22883266092205762
1466,0.2281296100845202
1471,0.23358532567622692
1472,0.265104840861806
1473,0.22844668538651935
1475,0.26748775406463615
1479,0.20968685489593614
1486,0.27271228950997173
1489,0.21274414061893038
1491,0.2852288486475924
1492,0.29646113335087043
1494,0.27672094543445275
1497,0.21254775666703019
1498,0.21017765306048514
1509,0.20985116968724765
1510,0.311176989826923
1513,0.32878109179726545
1516,0.25086901994270566
1517,0.24017102979880628
1519,0.20491346620565798
1520,0.21063212147378318
1522,0.21008153311881578
1524,0.23627671335402878
1528,0.2502156928454004
1530,0.24032524071369205
1547,0.22426405687423567
1549,0.24409115305012374
1550,0.20832994748120331
1555,0.25706909098381303
1557,0.24671350544138243
1559,0.24958632112747153
1561,0.2906168627102947
1572,0.2029619592456438
1573,0.20210092308171645
1574,0.23634284606288886
1575,0.2230513266029573
1577,0.33056231499830213
1580,0.2825914191564658
1583,0.22425794315639774
1584,0.29242348921851796
1585,0.22656965105768984
1591,0.29554265141121555
1595,0.2349272428417396
1597,0.24877117440913438
1599,0.23632493028000084
1609,0.3014326271279075
1618,0.22859123468764014
1629,0.22297413079644163
1630,0.26222562994244253
1636,0.2568934151814932
1637,0.26634350490793457
1639,0.2155235487627467
1641,0.2823504830215337
1643,0.27272561482137037
1645,0.20083298736782068
1647,0.2565294665554322
1648,0.21223556381601094
1656,0.22954684919314466
1657,0.2433225843176966
1661,0.29769540516862303
1666,0.25012004319915226
1668,0.22287143142499072
1673,0.20270703372951082
1677,0.2439070306449555
1682,0.29569965410010357
1685,0.21288344463755132
1686,0.2984807505062676
1688,0.29395294501891783
1690,0.2609236968845601
1693,0.3103793562863872
1695,0.24937602599936165
1697,0.24367838688081872
1700,0.2010993900012265
1701,0.2754115555172555
1702,0.2411536244535724
1703,0.202667129435382
1708,0.2142139382613234
1711,0.2624827822852546
1713,0.2709119641886323
1715,0.23782302011568351
1717,0.3218410322505797
1718,0.20636806058405727
1719,0.2303172514765146
1720,0.2863569598837242
1721,0.20405040794474844
1724,0.30409206539806516
1725,0.2753870775016233
1726,0.2647132958281455
1728,0.2533989887877804
1730,0.24590293451982287
1731,0.25307639628010103
1736,0.2786629906055561
1737,0.28292356889100706
1739,0.25477718319331605
1742,0.21263778738612155
1753,0.2050767810409398
1755,0.21467311759423713
1758,0.2567034976750915
1760,0.2599565855804958
1761,0.20227134354953857
1763,0.23274408571883987
1766,0.3125299815848241
1770,0.24213153917511154
1771,0.28405391937797314
1773,0.25642302280769314
1777,0.2518392140725544
1778,0.23456912319168588
1779,0.28537409190790736
1782,0.20906481857511083
1784,0.20046914746034866
1786,0.20514190059989573
1787,0.2374554504440689
1791,0.22278296748948584
1792,0.2295687661502237
1799,0.2185419607167594
1802,0.2730740893110082
1804,0.20605331279268474
1805,0.20899886962002112
1818,0.28652933221605004
1821,0.2273007111851718
1823,0.2476697528501976
1825,0.2016853969094679
1827,0.26361186741866593
1829,0.26938233289039415
1834,0.27404356996670204
1839,0.28672120014382424
1840,0.2939080068631929
1842,0.24049698270402814
1847,0.2168219522888808
1849,0.2646019150043501
1850,0.2678290528203229
1854,0.26781507604142807
1856,0.2653726430112979
1857,0.2669910345628339
1860,0.27106591118187906
1861,0.25028969406081186
1864,0.21525501188909668
1870,0.31313200419709997
1873,0.24169856364737863
1875,0.21744067730267214
1877,0.2967392432084191
1881,0.27795481685620294
1884,0.2656460842714617
1885,0.2437922328411356
1887,0.26540856511094923
1892,0.24999984379643791
1895,0.28460791683496955
1896,0.2510441425807012
1897,0.2376822499812235
1899,0.3158339440589647
1902,0.2644273846680762
1907,0.24257995124150028
1908,0.2726669249836144
1912,0.23655722100632415
1913,0.24837020302106083
1914,0.21431774979322848
1915,0.2877679505835095
1916,0.3049262011960704
1919,0.22882623617371645
1920,0.20212582189557143
1921,0.2667353440626756
1923,0.3196335379593336
1924,0.2485364338806043
1925,0.2680960786578629
1928,0.22876044283667613
1929,0.29581771920965527
1930,0.22648320620409507
1931,0.2369179583236225
1934,0.22316004841175674
1935,0.22924763521118974
1937,0.23709901985021625
1938,0.2061144229114532
1941,0.22866347783572177
1944,0.23468851264820462
1945,0.21376685152928498
1947,0.2732577285085949
1948,0.2203310325454622
1950,0.23044941226223065
1967,0.29654031311637125
1970,0.2693598853954412
1973,0.2034507264646484
1977,0.2690974674684439
1978,0.2553201598561351
1979,0.298005443808525
1980,0.24853056755199546
1983,0.28023953018275205
1987,0.23124416779566426
1990,0.2672299279854036
1998,0.2509104687481516
1999,0.27529828318402383
2003,0.24837191594352698
2012,0.2188319303770237
2014,0.2601696046779771
2019,0.22685357594851047
2020,0.2070686117266924
2022,0.2650999834929846
2023,0.212972009571384
2029,0.27743967519400337
2032,0.28686595598450815
2035,0.2797917671521918
2040,0.2903034384109491
2042,0.30672937174919435
2046,0.24446109036760288
2049,0.21388086691832686
2050,0.22237661031109873
2051,0.27549234247211507
2052,0.21158713571322108
2054,0.2346491823751849
2055,0.2650066638721388
2056,0.24469051695660493
2057,0.26965937537880547
2061,0.24800964565944617
2065,0.23858375912799828
2068,0.26542297962198624
2072,0.2513767753467731
2076,0.27309892274079584
2079,0.2878094632697222
2080,0.23263129918567438
2085,0.24719174568143143
2086,0.2662644618936843
2088,0.2626090386627285
2090,0.20799876320465593
2093,0.31366416749931453
2096,0.23277565938668932
2097,0.2856400058107652
2098,0.21879785433149745
2099,0.264239613024284
2103,0.24042277663848627
2105,0.27945052265195836
2108,0.27614440535130685
2110,0.2387916052152524
2112,0.240858529417662
2113,0.26647405029028876
2114,0.2919477487085438
2115,0.2865128753464411
2116,0.2964112460179009
2119,0.24431641810627186
2120,0.27320455675396715
2123,0.24022970906209679
2124,0.25317989085075576
2127,0.26892804552133487
2128,0.2563401417405457
2131,0.20894809788843632
2134,0.25944745431990934
2139,0.22896663999687156
2140,0.254555606955522
2147,0.3100401556935805
2149,0.23680770912995647
2151,0.2117941143041201
2152,0.2004997725710796
2158,0.26618005731367833
2165,0.211259671347788
2167,0.2604755143269384
2169,0.32231982385542485
2175,0.20855746600191982
2178,0.20281262896412894
2180,0.27962567758456724
2181,0.27393053527704836
2186,0.31787523395697637
2187,0.24400296958171325
2189,0.25143949856024284
2191,0.2669296564907062
2193,0.20384889831155584
2200,0.2857800682709161
2203,0.20559573377103874
2205,0.28953678728775817
2206,0.2579693212180075
2207,0.2863345766843142
2208,0.3179108866429627
2215,0.2678408823720335
2218,0.30509520881883073
2220,0.26967653390578794
2225,0.24676835110191064
2227,0.2571596074848133
2228,0.21470376726436635
2229,0.22477973786268873
2230,0.24720857154876308
2231,0.2887935128730638
2233,0.26617878743987644
2236,0.3182759648138572
2238,0.2512909390041934
2243,0.26909193216086197
2244,0.2660231786220769
2246,0.2775783368226183
2248,0.2813121020694327
2253,0.2866011598519599
2254,0.23075552249803627
2255,0.26184899245562937
2261,0.20967646822619018
2263,0.26068889181181576
2271,0.22875055176588577
2277,0.23919413303313364
2278,0.2369210581815625
2279,0.2775006189185964
2280,0.20721061527280865
2281,0.23360080557126617
2285,0.20275418005297907
2286,0.28905542334979006
2287,0.2019891581776006
2288,0.2155616274720314
2291,0.22404287251517124
2296,0.25626002041177987
2299,0.27453568265932404
2302,0.3250561449176165
2303,0.2535617442281995
2305,0.24941733537778343
2306,0.2312144895204672
2307,0.26237002421624783
2308,0.2978428870160845
2310,0.20659318302615026
2317,0.2786508513961752
2318,0.2593809011268941
2319,0.211264819861743
2324,0.27684196888825835
2326,0.24621250789573512
2330,0.26346961287933324
2332,0.272873809148861
2334,0.26838755721953467
2336,0.2132300578765754
2337,0.20493188103496363
2338,0.2665010594422606
2339,0.20858573148459464
2343,0.25652316427240507
2347,0.2763758988221074
2354,0.3210396687517096
2355,0.27402779282686046
2358,0.21394985755053797
2359,0.24764833827801763
2361,0.2423322160852801
2362,0.24596393901816083
2367,0.28669957666854495
2370,0.2420354971027121
2377,0.2833376385155249
2379,0.22912867315911517
2381,0.2782968557359909
2382,0.27229625525090084
2386,0.2105004747138951
2387,0.23442452107383688
2390,0.22068550125602732
2392,0.24854162839691984
2393,0.2404823518037354
2394,0.27422688538105655
2395,0.3289624368122462
2399,0.2019947738634893
2402,0.2132668588280131
2410,0.24482719541377296
2414,0.2232194993941921
2415,0.2366410673547254
2418,0.2914639798909465
2425,0.29074612811867334
2427,0.26844165074718623
2428,0.23579341680178106
2436,0.24783141305981532
2438,0.25455111806597547
2440,0.21308486662109022
2441,0.23380112257925334
2442,0.24442178832996492
2443,0.21348524749303915
2446,0.2396967765517613
2447,0.3277759235292133
2449,0.22029371153047073
2450,0.26635485071157017
2453,0.2024564059095303
2454,0.23754653877035953
2455,0.22343555146239247
2456,0.3277133290686665
2460,0.2780547385213818
2462,0.28392771330815403
2463,0.23694123014270962
2470,0.23904556679256345
2476,0.22564399066295893
2477,0.2656557832906073
2478,0.26115840244222277
2481,0.26105662308440675
2482,0.22754551481372798
2483,0.23497784083829504
2484,0.28219710974039863
2486,0.2056271297871079
2490,0.24661233784236886
2495,0.25727902320184143
2503,0.25643077429744976
2507,0.3003691276360743
2508,0.21589126914906565
2509,0.2820722255275458
2511,0.271168370919349
2514,0.29128781299807394
2519,0.20045255724395578
2520,0.27051476975393407
2527,0.24779816719001235
2531,0.20524537733488563
2536,0.27374359316459607
2537,0.26982281181017753
2538,0.272032440148573
2541,0.2501104199557203
2542,0.216020139363781
2555,0.26372344097055817
2556,0.2103499150882639
2557,0.33770197216049563
2559,0.2669741304018339
2560,0.24274128916072885
2563,0.24940219651070789
2570,0.22558200239757598
2571,0.2400608694359302
2574,0.2712171644914952
2576,0.29595044500832013
2577,0.24079799468515523
2578,0.20724226688573527
2579,0.25928507691672076
2580,0.2630811420277775
2585,0.2613759830148086
2587,0.2292395611715613
2590,0.308788686960635
2591,0.21132636106272373
2593,0.2647751891889686
2594,0.23479724894169168
2600,0.2596742154191729
2602,0.23631727910049566
2605,0.20103256740086067
2609,0.31331041703705625
2614,0.22158130029479312
2619,0.22528810745926164
2620,0.2747544334740327
2624,0.20361994771448938
2628,0.30097936975248657
2629,0.2144764808421466
2632,0.2795687044671565
2633,0.27489463642839274
2639,0.2810213907961676
2641,0.22849895307808954
2647,0.20319289076514413
2648,0.23928376824146896
2652,0.2322194827591692
2655,0.20908207564460102
2656,0.2833906106018636
2659,0.2017560287512289
2661,0.2534749015552894
2664,0.24248649673764
2665,0.28643442530328755
2666,0.21824879983955908
2676,0.29739868422898597
2677,0.24661181080794536
2678,0.27208989264720734
2680,0.2991399494900533
2681,0.27758081467667
2688,0.23860414016151432
2692,0.2443044408050573
2693,0.2097456735670158
2697,0.2554169199160389
2698,0.21780144230268417
2702,0.29682418526982896
2705,0.22931756095425232
2707,0.2251235095032748
2711,0.25046844046072714
2712,0.22160011705502636
2713,0.23186713570004674
2714,0.2649138817330145
2716,0.3153885835357627
2717,0.22542208637668543
2722,0.26409803828737755
2728,0.24610870816861435
2730,0.27873259504847
2741,0.21908138012877493
2742,0.2903321094426876
2750,0.26447134425456115
2751,0.2409215575731124
2753,0.24828482700663257
2757,0.2838542681827863
2763,0.2315504094432848
2769,0.28225886365360864
2770,0.23177902636491632
2773,0.33421198814783426
2774,0.2687123484045991
2776,0.23764138314486566
2777,0.2481838218339545
2780,0.2541010138766352
2781,0.21835993669111226
2784,0.24021306714249524
2787,0.2045449029161472
2788,0.24185036587676617
2789,0.24363459905516482
2790,0.2420198550453797
2794,0.23949764066815116
2795,0.3085567212481681
2804,0.28482647493922564
2806,0.2166889486509898
2807,0.2235628399019679
2808,0.24589991990173554
2809,0.2606688708772717
2810,0.25712264852263533
2811,0.2601104199247802
2813,0.28647564597186276
2817,0.25282844217316236
2820,0.21876411251285527
2823,0.2514130315228862
2825,0.21028588319972175
2826,0.22982215876532225
2833,0.21036715127760391
2834,0.278388312343579
2837,0.20567916909560446
2839,0.2978940690232547
2840,0.2623171246766034
2841,0.21907826291503502
2846,0.2860040252701972
2847,0.26385997322777494
2848,0.2632518677560072
2852,0.22606605065929186
2859,0.29863035995893705
2860,0.3052642637210613
2862,0.28011337875214193
2868,0.23555866788401503
2869,0.3009656391841098
2872,0.30094962927838753
2876,0.23213954389059727
2878,0.2474324381999054
2880,0.25347888003312435
2881,0.20422164640648433
2884,0.2148737470236961
2890,0.2762412830462496
2891,0.262133424416254
2898,0.2289915277464285
2903,0.268122549041654
2904,0.23534901220645243
2905,0.24184805223925748
2907,0.2579134609914362
2908,0.23640613727376514
2909,0.20580561612466275
2915,0.2709710131678356
2916,0.28762378706307457
2922,0.24708503853730768
2923,0.20026910083694344
2924,0.2010379505628686
2925,0.22349965263704347
2926,0.22602881824559667
2927,0.2768460357383198
2930,0.2449269810082232
2931,0.26127986547046095
2932,0.2633414677490269
2934,0.22220822136836121
2935,0.27056237826093876
2938,0.2849532135554325
2942,0.264768704402225
2943,0.20711251068736658
2944,0.25472599361692644
2946,0.2051364234708396
2948,0.20926581185985016
2950,0.21315600131559076
2956,0.20397557131246352
2957,0.3150097816356527
2958,0.21521786197917003
2959,0.30585666722865545
2963,0.2120329125699843
2967,0.22437393245632165
2968,0.27289564037372527
2969,0.29088475022269916
2971,0.29552795136813065
2973,0.2644255240967678
2976,0.22821257010502327
2978,0.23937296942322528
2980,0.21926431750757508
2982,0.21963145759083008
2985,0.2905670252193489
2986,0.27658063550414175
2988,0.2994046711135001
2989,0.20824987753320473
2995,0.20698438802980423
2996,0.28757484487332063
